ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,HIGH_CONCENTRATION,CONCENTRATION_IS_NEGATIVE_ONE
3581,Food-Spice,Coriander Powder,Lead,0.39,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-01-31,False,False
3582,Food-Spice,All Purpose Seasoning,Lead,0.28,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-01,False,False
3583,Food-Spice,Red curry paste,Lead,-1.0,ppm,maesri,THAILAND,2019-02-01,False,True
3584,Food-Spice,Lucky fish sauce,Lead,0.093,MG/L,"Thai O charos Co , Ltd",THAILAND,2019-02-01,False,False
3585,Toys/Children's Products,color paint,Lead,1.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-01,False,False
3586,Cosmetics,Nail polish,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-02,False,True
3587,Toys/Children's Products,Colored Pencil,Lead,4.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-02,False,False
3588,Toys/Children's Products,crayon,Lead,0.61,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-02,False,False
3589,Food-Spice,Spice cube,Lead,0.28,ppm,S.A. Plaza Europa 41,SPAIN,2019-02-04,False,False
3590,Food-Spice,Chilli Powder,Lead,0.8,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-04,False,False
3591,Food-Spice,Chili,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-05,False,True
3592,Food-Spice,Turmeric,Lead,-1.0,ppm,RUDHUNI,BANGLADESH,2019-02-05,False,True
3593,Food-Spice,Cumic Powder,Lead,-1.0,ppm,RADHUNI,BANGLADESH,2019-02-05,False,True
3594,Food-Spice,Garam Masala,Lead,0.78,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-05,False,False
3595,Food-Spice,Corriander Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-05,False,True
3596,Dietary Supplement/Medications/Remedy,Bryoniya 200,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-06,False,True
3597,Dietary Supplement/Medications/Remedy,Arsalb 200,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-06,False,True
3598,Religious powder,Sindoor,Lead,4.8,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-06,False,False
3599,Toys/Children's Products,Orange lego,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-06,False,True
3600,Dietary Supplement/Medications/Remedy,Rowetos,Lead,-1.0,ppm,Engelhard Arzneimittel,GERMANY,2019-02-06,False,True
3601,Dietary Supplement/Medications/Remedy,Aceite de Higado de Bacalao & Vitamina C,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,2019-02-06,False,True
3602,Food-Spice,Cumin Powder,Lead,0.6,ppm,Oriental mascot,TAIWAN - PROVINCE OF CHINA,2019-02-07,False,False
3603,Food-Spice,Five Spice Powder,Lead,0.77,ppm,Oriental Spice,TAIWAN - PROVINCE OF CHINA,2019-02-07,False,False
3604,Food Other,Dry fish from Guyana,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GUYANA,2019-02-07,False,True
3605,Dietary Supplement/Medications/Remedy,Paracetamol elixir,Lead,-1.0,ppm,New GPC INC.,GUYANA,2019-02-07,False,True
3606,Food-Spice,Cumin,Lead,0.97,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-07,False,False
3607,Food-Spice,Chilli Powder,Lead,0.31,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-07,False,False
3608,Food-Spice,Coriander,Lead,3.1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-07,False,False
3609,Food-Spice,Turmeric,Lead,76.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-07,True,False
3610,Toys/Children's Products,Painted wooden toy,Lead,12.0,ppm,UNKNOWN OR NOT STATED,CHINA,2019-02-07,True,False
3611,Toys/Children's Products,Drawing Markers,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-08,False,True
3612,Toys/Children's Products,Drawing Marker,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-08,False,True
3613,Toys/Children's Products,Drawing Marker,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-08,False,True
3614,Toys/Children's Products,Ketchup toy,Lead,2.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-08,False,False
3615,Toys/Children's Products,Giraffe Toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-08,False,True
3616,Toys/Children's Products,Honey Toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-08,False,True
3617,Food-Spice,Radhuni Chilli Powder,Lead,-1.0,ppm,Square ood and Beverage LTD,BANGLADESH,2019-02-08,False,True
3618,Food-Spice,Coriander powder,Lead,0.3,ppm,Square Food and Beverage LTD.,BANGLADESH,2019-02-08,False,False
3619,Food-Spice,Turmeric,Lead,-1.0,ppm,Square Food and Beverage LTD,BANGLADESH,2019-02-08,False,True
3620,Toys/Children's Products,Wooden Alphabet Magnet,Lead,-1.0,ppm,Melissa & Doug,UNKNOWN OR NOT STATED,2019-02-11,False,True
3621,Toys/Children's Products,Crayons,Lead,-1.0,ppm,Greenbrier International Inc,VIET NAM,2019-02-11,False,True
3622,Dietary Supplement/Medications/Remedy,Benet Oral Spray,Lead,-1.0,MG/L,AbdiIbrahim,TURKEY,2019-02-11,False,True
3623,Toys/Children's Products,Crayons,Lead,0.29,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-12,False,False
3624,Food-Spice,Food Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-12,False,True
3625,Food-Spice,Food Spice,Lead,0.41,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-12,False,False
3626,Food-Spice,Curry powder,Lead,0.41,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-12,False,False
3627,Other,Bare soil,Lead,300.5,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2019-02-12,True,False
3628,Food-Spice,Turmeric Ground,Lead,0.45,ppm,Zubsa Enterprises,PAKISTAN,2019-02-12,False,False
3629,Food-Spice,Chili Powder,Lead,-1.0,ppm,National Foods LTD.,PAKISTAN,2019-02-12,False,True
3630,Food-Spice,White granular substance,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-12,False,True
3631,Cosmetics,Mustard Oil,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2019-02-12,False,True
3632,Food-Spice,Chicken Masala (Murghi),Lead,0.3,ppm,National Foods LTD.,PAKISTAN,2019-02-12,False,False
3633,Food-Candy,Lollipop with candy powder,Lead,-1.0,ppm,Caramelos Don Picoso S.A. De C.V.,MEXICO,2019-02-13,False,True
3634,Food-Candy,Tamarind paste,Lead,-1.0,ppm,Garcia Magana e Hijos S. de R.L. MI,MEXICO,2019-02-13,False,True
3635,Toys/Children's Products,Marker,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-13,False,True
3636,Toys/Children's Products,Crayon,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-13,False,True
3637,Jewelry,Heart Pendant on chain,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-13,False,False
3638,Food-Spice,Turmeric,Lead,0.35,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-13,False,False
3639,Food-Spice,Cardamom,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-13,False,True
3640,Toys/Children's Products,Crayons,Lead,3.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-13,False,False
3641,Toys/Children's Products,Crayons,Lead,3.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-13,False,False
3642,Toys/Children's Products,Toy Car,Lead,-1.0,ppm,Mattel and Fisher,CHINA,2019-02-13,False,True
3643,Dietary Supplement/Medications/Remedy,"DIL OIL,FENNEL OIL",Lead,-1.0,ppm,Next Wave (India),INDIA,2019-02-14,False,True
3644,Dietary Supplement/Medications/Remedy,Calcarea Phosphate,Lead,-1.0,ppm,Dr. Reckeweg & Co GmbH,GERMANY,2019-02-14,False,True
3645,Cosmetics,Moisturizing cream,Lead,-1.0,ppm,Pritam International Pvt. Ltd,INDIA,2019-02-14,False,True
3646,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-14,False,True
3647,Food-Spice,Red Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-14,False,True
3648,Food-Spice,Coriander Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-14,False,True
3649,Food Other,Broken Wheat,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-14,False,True
3650,Toys/Children's Products,Ball,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2019-02-14,False,True
3651,Food Other,Nestum Cereal,Lead,-1.0,ppm,Nestle Chile S.A.,CHILE,2019-02-14,False,True
3652,Food Other,Flour,Lead,0.33,ppm,UNKNOWN OR NOT STATED,ECUADOR,2019-02-14,False,False
3653,Food-Spice,Coriander,Lead,0.25,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-15,False,False
3654,Food-Spice,Cumin,Lead,0.49,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-15,False,False
3655,Food-Spice,Turmeric,Lead,0.23,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-15,False,False
3656,Food-Spice,Chilli Powder,Lead,0.34,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-15,False,False
3657,Food Other,Baby grounded cereal,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-15,False,True
3658,Toys/Children's Products,Pencil,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-19,False,True
3659,Toys/Children's Products,Crayon,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-19,False,True
3660,Toys/Children's Products,Toy car,Lead,7.4,ppm,UNKNOWN OR NOT STATED,THAILAND,2019-02-19,True,False
3661,Food-Spice,Red chilli,Lead,0.25,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-19,False,False
3662,Food-Spice,Turmeric Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-19,False,True
3663,Food Other,Banoful Horlicks Biscuit,Lead,-1.0,ppm,Banoful & CO.,BANGLADESH,2019-02-19,False,True
3664,Food-Spice,Turmeric Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-19,False,True
3665,Food-Spice,Chili pepper,Lead,0.33,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-19,False,False
3666,Food-Spice,Turmeric,Lead,4.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-19,False,False
3667,Food-Spice,Black tea,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,YEMEN,2019-02-20,False,True
3668,Food-Spice,Chilli Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-20,False,True
3669,Food-Spice,Raw onion powder,Lead,0.56,ppm,powder raw onion,YEMEN,2019-02-20,False,False
3670,Food-Spice,Cumin Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,YEMEN,2019-02-20,False,True
3671,Food-Spice,Kebsa,Lead,0.26,ppm,Kebsa,YEMEN,2019-02-20,False,False
3672,Food-Spice,Coriander,Lead,3.4,ppm,Homemade,BANGLADESH,2019-02-20,False,False
3673,Food-Spice,Cumin,Lead,-1.0,ppm,Homemade,BANGLADESH,2019-02-20,False,True
3674,Food-Spice,Turmeric,Lead,49.0,ppm,Homemade,BANGLADESH,2019-02-20,True,False
3675,Food-Spice,Chilli Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-20,False,True
3676,Food-Spice,Zaatar,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-20,False,True
3677,Other,Solding wire,Lead,310.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-20,True,False
3678,Food Other,Wheat flour,Lead,5.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2019-02-20,False,False
3679,Toys/Children's Products,Silly putty,Lead,1.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-20,False,False
3680,Dietary Supplement/Medications/Remedy,Vitamina C,Lead,0.21,ppm,Laboratorios LA SANTE' S.A,COLOMBIA,2019-02-20,False,False
3681,Food Other,Delicious Nuts Series,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2019-02-20,False,True
3682,Dietary Supplement/Medications/Remedy,Liquid Ibuprofen,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-21,False,True
3683,Religious powder,Surma gel,Lead,3.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-21,False,False
3684,Toys/Children's Products,Marvel Action figure from McDonald's happy meal,Lead,-1.0,ppm,Marvel,VIET NAM,2019-02-21,False,True
3685,Food-Spice,Spice,Lead,0.49,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-21,False,False
3686,Food-Spice,Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-21,False,True
3687,Food-Spice,Spice,Lead,0.26,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-21,False,False
3688,Food-Spice,Curry powder,Lead,0.26,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-21,False,False
3689,Food-Spice,Curry powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-21,False,True
3690,Food Other,Rice snack,Lead,-1.0,ppm,PUTUL,BANGLADESH,2019-02-21,False,True
3691,Food Other,Chanachur (snack),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-21,False,True
3692,Food-Spice,Cumin,Lead,4700.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2019-02-21,True,False
3693,Other,Picture Frame,Lead,1.8,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2019-02-21,False,False
3694,Food-Spice,Curry Powder,Lead,0.31,ppm,UNKNOWN OR NOT STATED,NEPAL,2019-02-21,False,False
3695,Toys/Children's Products,Cappuccino  coffee toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-21,False,True
3696,Food Other,Mole,Lead,22.0,ppm,Homemae,MEXICO,2019-02-22,True,False
3697,Food Other,Pumkin seed,Lead,190.0,ppm,homemaded,MEXICO,2019-02-22,True,False
3698,Toys/Children's Products,Slim,Lead,0.27,ppm,UNKNOWN OR NOT STATED,CHINA,2019-02-22,False,False
3699,Food-Spice,Turmeric,Lead,1.6,ppm,Square Food & Beverage Ltd.,BANGLADESH,2019-02-22,False,False
3700,Food-Spice,Chilli Powder,Lead,0.4,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-22,False,False
3701,Food-Spice,Coriander powder,Lead,0.39,ppm,Square Food & Beverage Ltd.,BANGLADESH,2019-02-22,False,False
3702,Food-Spice,Cumin Powder,Lead,-1.0,ppm,Square Food & Beverage Ltd.,BANGLADESH,2019-02-22,False,True
3703,Food-Spice,Chilli Powder,Lead,1.45,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-22,False,False
3704,Food-Spice,Shahi Paneer,Lead,0.16,ppm,Mahashian Di Hatti Pvt. Ltd.,INDIA,2019-02-22,False,False
3705,Food-Spice,Turmeric,Lead,629.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-02-22,True,False
3706,Food Other,Sweet Corn Soup,Lead,-1.0,ppm,Capital Foods PVT. LTD.,INDIA,2019-02-22,False,True
3707,Food-Spice,Genuine Madras curry powder,Lead,0.46,ppm,Lalah,INDIA,2019-02-22,False,False
3708,Food-Spice,Shad chilli powder,Lead,0.41,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2019-02-22,False,False
3709,Food-Spice,Turmeric powder,Lead,-1.0,ppm,radhuni,BANGLADESH,2019-02-22,False,True
3710,Food Other,Black seed oil,Lead,-1.0,ppm,Zubsa enterprize,PAKISTAN,2019-02-22,False,True
3711,Food-Spice,National bihari kabab,Lead,0.61,ppm,national food product,PAKISTAN,2019-02-22,False,False
3712,Cosmetics,Surma,Lead,860000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2019-02-22,True,False
3713,Food-Spice,Dried Chile,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2019-02-25,False,True
3714,Food-Spice,Dried Chile,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2019-02-25,False,True
3715,Food Other,Chere,Lead,0.25,ppm,UNKNOWN OR NOT STATED,SENEGAL,2019-02-25,False,False
3716,Dietary Supplement/Medications/Remedy,Aceite vegetal comestible,Lead,-1.0,ppm,Empacadora San Salvador,MEXICO,2019-02-25,False,True
3717,Food Other,Home made tortilla,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2019-02-25,False,True
3718,Food-Spice,Turmeric Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,True
3719,Dietary Supplement/Medications/Remedy,"Colloidal Iron, Lysine, Folic Acid, Vitamin B12 drops",Lead,-1.0,ppm,EastIndia Pharmaceutical Works Limited,INDIA,2019-02-26,False,True
3720,Dietary Supplement/Medications/Remedy,Vitamin D3 Oral Solution Nano Drops,Lead,-1.0,MG/L,M/s Pulse Pharmaceuticals Pvt. Ltd.,INDIA,2019-02-26,False,True
3721,Dietary Supplement/Medications/Remedy,Homeopathic Medicine Tablets Bio-Combination 21 Teething Troubles,Lead,-1.0,ppm,SBL PT. LTD.,INDIA,2019-02-26,False,True
3722,Cosmetics,Borotalco,Lead,-1.0,ppm,H. Roberts & Co,ITALY,2019-02-26,False,True
3723,Food-Spice,Radhuni Cumin Powder,Lead,-1.0,ppm,Square Food & Beverage Ltd.,BANGLADESH,2019-02-26,False,True
3724,Food-Spice,Curry Powder,Lead,0.3,ppm,Pran Agro LTD.,BANGLADESH,2019-02-26,False,False
3725,Toys/Children's Products,Wooden Toy Block,Lead,2.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,False
3726,Toys/Children's Products,Crayons,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,True
3727,Toys/Children's Products,Wooden Toy Block,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,True
3728,Food-Spice,Oregano,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,True
3729,Food-Spice,Ground mustard,Lead,-1.0,ppm,"mccormick & co,inc",UNKNOWN OR NOT STATED,2019-02-26,False,True
3730,Food-Spice,Ground cinnamon,Lead,-1.0,ppm,mccormick & Co,UNKNOWN OR NOT STATED,2019-02-26,False,True
3731,Food-Spice,Cumin Powder,Lead,0.26,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,2019-02-26,False,False
3732,Food-Spice,Noor's turmeric powder,Lead,2.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,False
3733,Toys/Children's Products,Toy car,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,True
3734,Toys/Children's Products,Mr Incredible Toy,Lead,5.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,True,False
3735,Toys/Children's Products,Dinosaur,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,True
3736,Toys/Children's Products,ElephantToy,Lead,3.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-26,False,False
3737,Cosmetics,Eye Makeup,Lead,0.476,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-28,False,False
3738,Food Other,Loose leaf tea,Lead,0.558,ppm,Ispahani BD,BANGLADESH,2019-02-28,False,False
3739,Food-Spice,Turmeric Powder,Lead,-1.0,ppm,Swad,INDIA,2019-02-28,False,True
3740,Food-Spice,Chili Powder,Lead,0.264,ppm,Swad,INDIA,2019-02-28,False,False
3741,Food-Candy,Spiced tamarind snack,Lead,0.492,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-28,False,False
3742,Food Other,Tamarind Drink,Lead,0.16,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-02-28,False,False
3743,Food-Spice,BBQ Special (for chilli bite mild),Lead,-1.0,ppm,World (PTY) LTD,SOUTH AFRICA,2019-03-01,False,True
3744,Food-Spice,Turmeric,Lead,0.39,ppm,UNKNOWN OR NOT STATED,NEPAL,2019-03-04,False,False
3745,Food-Spice,Chaat masala,Lead,0.39,ppm,shan foods,PAKISTAN,2019-03-04,False,False
3746,Food-Spice,Coriander,Lead,0.43,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,False
3747,Food-Spice,Black Seed,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-03-05,False,True
3748,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-03-05,False,True
3749,Food-Spice,Red Pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-03-05,False,True
3750,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-03-05,False,True
3751,Food Other,Coffee,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-03-05,False,True
3752,Food Other,Coffee,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-03-05,False,True
3753,Food-Spice,Chicken Flavor Bouillon,Lead,10.6,ppm,UNKNOWN OR NOT STATED,MEXICO,2019-03-05,True,False
3754,Toys/Children's Products,Painted doll,Lead,6.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,True,False
3755,Toys/Children's Products,Painted doll,Lead,8.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,True,False
3756,Food-Spice,Paras Haldi Powder (Turmeric Powder),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-03-05,False,True
3757,Food-Spice,Deep Turmeric Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2019-03-05,False,True
3758,Food-Spice,24 Mantra Organic Turmeric Powder,Lead,-1.0,ppm,D- Sresta Natural Bioproducts Pvt. Ltd.,INDIA,2019-03-05,False,True
3759,Food-Spice,Masala King Spices Turmeric Powder,Lead,-1.0,ppm,Masala King Inc.,UNITED STATES,2019-03-05,False,True
3760,Food-Spice,Masala King Spices Curry Powder,Lead,0.36,ppm,Masala King Inc.,UNITED STATES,2019-03-05,False,False
3761,Food-Spice,Paras Chilli Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,True
3762,Cosmetics,Goree Beauty Cream with Lycopene,Mercury,17000.0,ppm,Goree Cosmetics (Pvt.) Ltd,PAKISTAN,2019-03-05,True,False
3763,Cosmetics,Goree Beauty Cream with Lycopene,Mercury,18000.0,ppm,Goree Cosmetics (Pvt.) Ltd,PAKISTAN,2019-03-05,True,False
3764,Cosmetics,Infocus Professional Pearl Beauty Cream,Mercury,13000.0,ppm,Infocus Cosmetology CO Pakistan,PAKISTAN,2019-03-05,True,False
3765,Cosmetics,Infocus Professional Pearl Beauty Cream,Mercury,18000.0,ppm,Infocus Cosmetology CO Pakistan,PAKISTAN,2019-03-05,True,False
3766,Dietary Supplement/Medications/Remedy,Sandhus Karela (Bitter Melon),Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,True
3767,Dietary Supplement/Medications/Remedy,Sandhus Karela (Bitter Melon),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,True
3768,Dietary Supplement/Medications/Remedy,Sandhus Karela (Bitter Melon),Mercury,0.041,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,False
3769,Dietary Supplement/Medications/Remedy,Himalaya Guggul Herbal Supplement,Arsenic,-1.0,ppm,The Himalaya Drug Company,INDIA,2019-03-05,False,True
3770,Dietary Supplement/Medications/Remedy,Himalaya Guggul Herbal Supplement,Lead,0.69,ppm,The Himalaya Drug Company,INDIA,2019-03-05,False,False
3771,Dietary Supplement/Medications/Remedy,Himalaya Guggul Herbal Supplement,Mercury,-1.0,ppm,The Himalaya Drug Company,INDIA,2019-03-05,False,True
3772,Religious powder,Sindoor,Lead,3.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,False
3773,Religious powder,Devi Hanuman Sindoor,Lead,85.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,True,False
3774,Religious powder,Devi Hanuman Sindoor,Lead,69.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,True,False
3775,Religious powder,Sindoor,Lead,3.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,False
3776,Religious powder,Clarion Kumkum/Sindoor,Lead,0.67,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,False
3777,Religious powder,Manglam Sindoor,Lead,0.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,False
3778,Religious powder,Suhag Shringar Sindur Kum Kum powder,Lead,170.0,ppm,P. Products,INDIA,2019-03-05,True,False
3779,Religious powder,Suhag Shringar Sindur Kum Kum powder,Lead,210.0,ppm,P. Products,INDIA,2019-03-05,True,False
3780,Cosmetics,Blue Heaven Supreme Kajal,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,True
3781,Cosmetics,African Angel Advanced Formula Beauty Cream,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2019-03-05,False,True
3782,Cosmetics,Davis Real Kajal,Lead,0.88,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,False
3783,Food-Spice,Kala Brand Madras Curry,Lead,-1.0,ppm,Chief Brand Products,TRINIDAD AND TOBAGO,2019-03-05,False,True
3784,Food-Spice,Indo - West Indian Turmeric Dye Har dee,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-03-05,False,True
